REGION TYPE,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v,A (H5),CTR_A (2009 H1N1),CTR_A (H3),CTR_A (Subtyping not Performed),CTR_B,CTR_BVic,CTR_BYam,CTR_H3N2v,CTR_A (H5)
National,2015,40,1139,4,65,2,10,0,1,0,0,0.003511853,0.057067603,0.001755926,0.008779631,0,0.000877963,0,0
National,2015,41,1152,5,41,2,7,3,0,0,0,0.004340278,0.035590278,0.001736111,0.006076389,0.002604167,0,0,0
National,2015,42,1198,10,50,1,8,3,2,0,0,0.008347245,0.041736227,0.000834725,0.006677796,0.002504174,0.001669449,0,0
National,2015,43,1244,9,31,4,9,1,4,0,0,0.007234727,0.024919614,0.003215434,0.007234727,0.000803859,0.003215434,0,0
National,2015,44,1465,4,23,4,9,1,4,0,0,0.002730375,0.015699659,0.002730375,0.006143345,0.000682594,0.002730375,0,0
National,2015,45,1393,11,34,1,10,4,2,0,0,0.007896626,0.024407753,0.000717875,0.007178751,0.0028715,0.00143575,0,0
National,2015,46,1458,17,42,1,4,0,4,0,0,0.011659808,0.028806584,0.000685871,0.002743484,0,0.002743484,0,0
National,2015,47,1157,17,24,0,4,3,9,0,0,0.014693172,0.020743302,0,0.003457217,0.002592913,0.007778738,0,0
National,2015,48,1550,27,36,3,9,3,12,0,0,0.017419355,0.023225806,0.001935484,0.005806452,0.001935484,0.007741935,0,0
National,2015,49,1518,38,37,3,11,2,11,0,0,0.025032938,0.024374177,0.001976285,0.007246377,0.001317523,0.007246377,0,0
National,2015,50,1475,69,39,0,10,4,19,0,0,0.046779661,0.026440678,0,0.006779661,0.002711864,0.012881356,0,0
National,2015,51,1245,89,33,1,12,3,28,0,0,0.071485944,0.026506024,0.000803213,0.009638554,0.002409639,0.02248996,0,0
National,2015,52,1485,146,56,1,13,9,35,0,0,0.098316498,0.037710438,0.000673401,0.008754209,0.006060606,0.023569024,0,0
National,2016,1,1841,232,68,2,14,12,52,0,0,0.126018468,0.036936448,0.001086366,0.007604563,0.006518197,0.028245519,0,0
National,2016,2,1748,256,89,5,47,23,60,0,0,0.146453089,0.050915332,0.002860412,0.026887872,0.013157895,0.034324943,0,0
National,2016,3,1946,361,100,13,45,25,83,0,0,0.185508736,0.051387461,0.00668037,0.023124358,0.012846865,0.042651593,0,0
National,2016,4,2568,526,160,15,97,28,104,0,0,0.20482866,0.062305296,0.005841121,0.037772586,0.010903427,0.040498442,0,0
National,2016,5,2727,672,171,13,98,62,143,0,0,0.246424642,0.062706271,0.004767143,0.035936927,0.022735607,0.052438577,0,0
National,2016,6,3202,891,236,17,161,71,206,0,0,0.278263585,0.073703935,0.005309182,0.050281074,0.022173641,0.064334791,0,0
National,2016,7,3898,1340,256,19,179,103,309,0,0,0.343766034,0.065674705,0.004874295,0.045920985,0.026423807,0.079271421,0,0
National,2016,8,4551,1672,232,28,215,156,383,0,0,0.367391782,0.050977807,0.006152494,0.047242364,0.034278181,0.084157328,0,0
National,2016,9,4687,1886,313,32,211,143,347,0,0,0.402389588,0.066780457,0.006827395,0.045018135,0.030509921,0.074034564,0,0
National,2016,10,5095,2173,313,47,246,162,333,0,0,0.426496565,0.061432777,0.00922473,0.04828263,0.031795878,0.065358194,0,0
National,2016,11,4111,1514,213,24,185,154,278,0,0,0.368280224,0.051812211,0.005837996,0.045001216,0.037460472,0.067623449,0,0
National,2016,12,3357,1058,198,19,185,117,207,0,0,0.315162347,0.058981233,0.005659815,0.055108728,0.034852547,0.061662198,0,0
National,2016,13,3071,807,180,33,208,127,211,0,0,0.262780853,0.05861283,0.010745685,0.067730381,0.041354608,0.068707261,0,0
National,2016,14,2403,534,135,33,173,106,163,0,0,0.222222222,0.056179775,0.013732834,0.071993342,0.044111527,0.067831877,0,0
National,2016,15,2090,383,117,16,148,88,162,0,0,0.183253589,0.055980861,0.007655502,0.070813397,0.042105263,0.077511962,0,0
National,2016,16,1816,276,127,16,158,86,163,0,0,0.151982379,0.069933921,0.008810573,0.087004405,0.047356828,0.089757709,0,0
National,2016,17,1491,167,98,5,94,78,119,0,0,0.112005366,0.0657277,0.003353454,0.063044936,0.052313883,0.079812207,0,0
National,2016,18,1125,77,59,2,80,53,82,0,0,0.068444444,0.052444444,0.001777778,0.071111111,0.047111111,0.072888889,0,0
National,2016,19,1019,53,62,2,53,36,71,0,0,0.052011776,0.060843965,0.001962709,0.052011776,0.035328754,0.069676153,0,0
National,2016,20,816,35,77,4,44,14,50,0,0,0.042892157,0.094362745,0.004901961,0.053921569,0.017156863,0.06127451,0,0
National,2016,21,639,16,44,2,30,22,32,0,0,0.025039124,0.06885759,0.00312989,0.046948357,0.034428795,0.050078247,0,0
National,2016,22,482,4,13,1,24,14,35,0,0,0.008298755,0.026970954,0.002074689,0.049792531,0.029045643,0.072614108,0,0
National,2016,23,464,5,15,1,14,6,17,0,0,0.010775862,0.032327586,0.002155172,0.030172414,0.012931034,0.036637931,0,0
National,2016,24,424,7,18,0,6,6,10,0,0,0.016509434,0.04245283,0,0.014150943,0.014150943,0.023584906,0,0
National,2016,25,320,5,22,0,10,9,11,0,0,0.015625,0.06875,0,0.03125,0.028125,0.034375,0,0
National,2016,26,325,3,18,3,4,6,9,0,0,0.009230769,0.055384615,0.009230769,0.012307692,0.018461538,0.027692308,0,0
National,2016,27,271,2,18,0,5,5,9,0,0,0.007380074,0.066420664,0,0.018450185,0.018450185,0.033210332,0,0
National,2016,28,291,1,21,1,3,2,11,0,0,0.003436426,0.072164948,0.003436426,0.010309278,0.006872852,0.037800687,0,0
National,2016,29,297,2,18,1,4,0,10,0,0,0.006734007,0.060606061,0.003367003,0.013468013,0,0.033670034,0,0
National,2016,30,298,2,38,0,2,2,10,1,0,0.006711409,0.127516779,0,0.006711409,0.006711409,0.033557047,0.003355705,0
National,2016,31,351,1,45,2,0,1,4,3,0,0.002849003,0.128205128,0.005698006,0,0.002849003,0.011396011,0.008547009,0
National,2016,32,351,6,28,0,1,3,12,10,0,0.017094017,0.07977208,0,0.002849003,0.008547009,0.034188034,0.028490028,0
National,2016,33,376,1,29,0,3,1,7,4,0,0.002659574,0.07712766,0,0.007978723,0.002659574,0.018617021,0.010638298,0
National,2016,34,364,5,28,0,2,2,6,0,0,0.013736264,0.076923077,0,0.005494505,0.005494505,0.016483516,0,0
National,2016,35,408,7,33,0,5,4,2,0,0,0.017156863,0.080882353,0,0.012254902,0.009803922,0.004901961,0,0
National,2016,36,400,3,45,0,6,1,3,0,0,0.0075,0.1125,0,0.015,0.0025,0.0075,0,0
National,2016,37,553,8,55,2,10,4,6,0,0,0.014466546,0.099457505,0.003616637,0.018083183,0.007233273,0.01084991,0,0
National,2016,38,622,6,77,0,8,3,5,0,0,0.009646302,0.123794212,0,0.012861736,0.004823151,0.008038585,0,0
National,2016,39,696,5,73,1,5,11,0,0,0,0.007183908,0.104885057,0.001436782,0.007183908,0.015804598,0,0,0
National,2016,40,898,9,87,0,1,5,4,0,0,0.010022272,0.09688196,0,0.001113586,0.005567929,0.004454343,0,0
National,2016,41,970,11,81,0,3,7,6,0,0,0.011340206,0.083505155,0,0.003092784,0.007216495,0.006185567,0,0
National,2016,42,1140,12,134,2,1,8,10,0,0,0.010526316,0.11754386,0.001754386,0.000877193,0.007017544,0.00877193,0,0
National,2016,43,1168,13,130,1,6,3,3,0,0,0.011130137,0.11130137,0.000856164,0.005136986,0.002568493,0.002568493,0,0
National,2016,44,1296,12,122,3,3,10,7,0,0,0.009259259,0.094135802,0.002314815,0.002314815,0.007716049,0.005401235,0,0
National,2016,45,1275,5,155,1,5,6,1,0,0,0.003921569,0.121568627,0.000784314,0.003921569,0.004705882,0.000784314,0,0
National,2016,46,1351,9,189,2,13,7,1,0,0,0.006661732,0.139896373,0.001480385,0.009622502,0.005181347,0.000740192,0,0
National,2016,47,1098,5,164,14,10,4,3,0,0,0.004553734,0.149362477,0.012750455,0.009107468,0.003642987,0.00273224,0,0
National,2016,48,1713,13,318,11,18,17,5,0,0,0.007589025,0.185639229,0.006421483,0.010507881,0.00992411,0.002918856,0,0
National,2016,49,1880,14,479,3,3,20,7,0,0,0.007446809,0.254787234,0.001595745,0.001595745,0.010638298,0.003723404,0,0
National,2016,50,2244,18,750,9,16,27,18,0,0,0.00802139,0.334224599,0.004010695,0.007130125,0.012032086,0.00802139,0,0
National,2016,51,2505,29,1016,11,16,38,28,0,0,0.011576846,0.405588822,0.004391218,0.006387226,0.015169661,0.011177645,0,0
National,2016,52,3287,32,1676,31,13,59,37,0,0,0.009735321,0.509887435,0.009431092,0.003954974,0.017949498,0.011256465,0,0
National,2017,1,3932,53,2067,13,19,47,60,0,0,0.013479145,0.525686673,0.003306205,0.004832146,0.011953204,0.01525941,0,0
National,2017,2,4348,49,2210,30,25,49,76,0,0,0.011269549,0.508279669,0.006899724,0.00574977,0.011269549,0.017479301,0,0
National,2017,3,4278,57,2253,24,26,69,104,0,0,0.013323983,0.526647966,0.005610098,0.006077606,0.016129032,0.024310425,0,0
National,2017,4,4568,47,2431,29,30,71,123,0,0,0.010288967,0.532180385,0.006348511,0.006567426,0.015542907,0.026926445,0,0
National,2017,5,5086,51,2596,30,50,96,182,0,0,0.010027527,0.510420763,0.005898545,0.009830908,0.018875344,0.035784506,0,0
National,2017,6,5521,71,2975,23,47,126,240,0,0,0.012859989,0.538851657,0.004165912,0.008512951,0.022821953,0.043470386,0,0
National,2017,7,5335,68,2617,17,104,152,300,0,0,0.012746017,0.490534208,0.003186504,0.019493908,0.028491097,0.056232427,0,0
National,2017,8,5065,87,2364,12,89,159,357,0,0,0.017176703,0.466732478,0.0023692,0.01757157,0.031391905,0.070483712,0,0
National,2017,9,3995,54,1492,13,102,149,358,0,0,0.013516896,0.373466834,0.003254068,0.025531915,0.037296621,0.089612015,0,0
National,2017,10,3625,50,1256,15,107,138,389,0,0,0.013793103,0.346482759,0.004137931,0.029517241,0.038068966,0.107310345,0,0
National,2017,11,3238,28,909,11,124,141,440,0,0,0.008647313,0.280728845,0.003397159,0.038295244,0.043545398,0.13588635,0,0
National,2017,12,3212,31,843,4,124,193,523,0,0,0.009651308,0.2624533,0.00124533,0.03860523,0.060087173,0.162826899,0,0
National,2017,13,3049,27,655,3,218,143,576,0,0,0.008855362,0.214824533,0.000983929,0.071498852,0.046900623,0.188914398,0,0
National,2017,14,2308,17,374,4,133,117,450,0,0,0.007365685,0.162045061,0.001733102,0.05762565,0.050693241,0.194974003,0,0
National,2017,15,1719,5,221,1,81,66,383,0,0,0.002908668,0.128563118,0.000581734,0.047120419,0.038394415,0.222803956,0,0
National,2017,16,1549,11,144,2,81,54,250,0,0,0.007101356,0.092963202,0.001291156,0.052291801,0.034861201,0.161394448,0,0
National,2017,17,1304,7,133,2,49,51,181,0,0,0.005368098,0.101993865,0.001533742,0.037576687,0.039110429,0.138803681,0,0
National,2017,18,1044,5,83,2,41,31,131,0,0,0.004789272,0.079501916,0.001915709,0.039272031,0.029693487,0.125478927,0,0
National,2017,19,889,3,97,2,36,38,117,0,0,0.003374578,0.109111361,0.002249719,0.040494938,0.042744657,0.131608549,0,0
National,2017,20,788,5,63,1,33,33,114,0,0,0.006345178,0.079949239,0.001269036,0.041878173,0.041878173,0.144670051,0,0
National,2017,21,640,6,41,0,23,26,80,0,0,0.009375,0.0640625,0,0.0359375,0.040625,0.125,0,0
National,2017,22,550,1,39,0,17,51,60,0,0,0.001818182,0.070909091,0,0.030909091,0.092727273,0.109090909,0,0
National,2017,23,457,5,33,0,19,22,63,0,0,0.010940919,0.072210066,0,0.041575492,0.048140044,0.13785558,0,0
National,2017,24,398,8,43,1,9,11,45,0,0,0.020100503,0.108040201,0.002512563,0.022613065,0.027638191,0.113065327,0,0
National,2017,25,388,5,40,0,8,11,31,0,0,0.012886598,0.103092784,0,0.020618557,0.028350515,0.079896907,0,0
National,2017,26,361,5,39,1,7,4,21,0,0,0.013850416,0.108033241,0.002770083,0.019390582,0.011080332,0.058171745,0,0
National,2017,27,295,10,29,0,4,7,7,0,0,0.033898305,0.098305085,0,0.013559322,0.023728814,0.023728814,0,0
National,2017,28,347,4,31,0,11,5,9,2,0,0.011527378,0.089337176,0,0.031700288,0.014409222,0.025936599,0.005763689,0
National,2017,29,354,8,26,0,9,0,7,9,0,0.02259887,0.073446328,0,0.025423729,0,0.019774011,0.025423729,0
National,2017,30,367,7,31,4,3,1,21,0,0,0.019073569,0.084468665,0.010899183,0.008174387,0.002724796,0.057220708,0,0
National,2017,31,385,8,41,0,3,0,8,5,0,0.020779221,0.106493506,0,0.007792208,0,0.020779221,0.012987013,0
National,2017,32,373,6,42,1,7,0,20,1,0,0.016085791,0.112600536,0.002680965,0.018766756,0,0.053619303,0.002680965,0
National,2017,33,353,5,32,3,1,0,9,0,0,0.014164306,0.090651558,0.008498584,0.002832861,0,0.025495751,0,0
National,2017,34,410,6,54,2,10,1,9,0,0,0.014634146,0.131707317,0.004878049,0.024390244,0.002439024,0.02195122,0,0
National,2017,35,486,18,64,1,7,0,0,0,0,0.037037037,0.131687243,0.002057613,0.014403292,0,0,0,0
National,2017,36,469,12,105,2,3,0,13,0,0,0.025586354,0.223880597,0.004264392,0.006396588,0,0.02771855,0,0
National,2017,37,719,8,109,0,14,2,17,0,0,0.011126565,0.151599444,0,0.019471488,0.002781641,0.02364395,0,0
National,2017,38,830,2,101,3,10,1,18,17,0,0.002409639,0.121686747,0.003614458,0.012048193,0.001204819,0.021686747,0.020481928,0
National,2017,39,961,10,119,1,3,0,10,24,0,0.010405827,0.123829344,0.001040583,0.003121748,0,0.010405827,0.024973985,0
National,2017,40,1041,13,123,3,5,0,16,1,0,0.012487992,0.11815562,0.002881844,0.004803074,0,0.015369837,0.000960615,0
National,2017,41,1079,14,143,8,6,4,13,0,0,0.012974977,0.13253012,0.007414272,0.005560704,0.003707136,0.012048193,0,0
National,2017,42,1234,14,173,0,2,1,11,0,0,0.011345219,0.140194489,0,0.001620746,0.000810373,0.0089141,0,0
National,2017,43,1473,26,180,24,13,1,21,0,0,0.017651052,0.122199593,0.016293279,0.008825526,0.000678887,0.014256619,0,0
National,2017,44,1591,24,249,15,17,3,36,0,0,0.015084852,0.156505343,0.009428033,0.010685104,0.001885607,0.022627278,0,0
National,2017,45,1554,29,315,1,12,4,33,0,0,0.018661519,0.202702703,0.000643501,0.007722008,0.002574003,0.021235521,0,0
National,2017,46,1876,56,405,2,29,5,61,0,0,0.029850746,0.215884861,0.001066098,0.015458422,0.002665245,0.032515991,0,0
National,2017,47,1611,41,490,2,10,5,60,0,0,0.025450031,0.304158908,0.001241465,0.006207325,0.003103662,0.037243948,0,0
National,2017,48,2369,61,787,11,20,8,108,1,0,0.025749261,0.332207683,0.004643309,0.008442381,0.003376952,0.045588856,0.000422119,0
National,2017,49,2785,72,1055,4,31,16,103,0,0,0.025852783,0.378815081,0.001436266,0.011131059,0.005745063,0.036983842,0,0
National,2017,50,3558,137,1515,11,39,36,174,0,0,0.038504778,0.425801012,0.003091625,0.010961214,0.010118044,0.048903879,0,0
National,2017,51,4815,240,2491,19,78,39,258,0,0,0.049844237,0.517341641,0.003946002,0.016199377,0.008099688,0.053582555,0,0
National,2017,52,5424,279,2984,29,100,35,372,0,0,0.051438053,0.550147493,0.005346608,0.018436578,0.006452802,0.068584071,0,0
National,2018,1,6410,320,3295,39,165,45,463,0,0,0.049921997,0.514040562,0.006084243,0.02574103,0.007020281,0.072230889,0,0
National,2018,2,6919,393,3336,70,163,42,534,0,0,0.056800116,0.4821506,0.010117069,0.023558318,0.006070241,0.077178783,0,0
National,2018,3,6293,406,2727,50,189,47,536,0,0,0.064516129,0.43333863,0.007945336,0.03003337,0.007468616,0.085174003,0,0
National,2018,4,6923,540,2749,38,231,58,718,0,0,0.078000867,0.39708219,0.00548895,0.033367037,0.008377871,0.103712263,0,0
National,2018,5,7056,542,2494,41,306,91,804,0,0,0.076814059,0.35345805,0.005810658,0.043367347,0.012896825,0.113945578,0,0
National,2018,6,6492,544,2040,32,329,113,931,0,0,0.083795441,0.314232902,0.004929144,0.050677757,0.017406038,0.14340727,0,0
National,2018,7,5508,495,1511,24,251,115,931,0,0,0.089869281,0.27432825,0.004357298,0.04557008,0.020878722,0.16902687,0,0
National,2018,8,4546,306,1073,19,245,116,891,0,0,0.067311923,0.236031676,0.004179498,0.053893533,0.025516938,0.19599648,0,0
National,2018,9,3580,246,588,12,204,88,699,0,0,0.068715084,0.16424581,0.003351955,0.05698324,0.024581006,0.195251397,0,0
National,2018,10,3057,144,411,25,172,88,646,0,0,0.047105005,0.134445535,0.008177952,0.056264311,0.028786392,0.211318286,0,0
National,2018,11,2529,188,277,25,174,70,542,0,0,0.074337683,0.109529458,0.00988533,0.068801898,0.027678924,0.214313958,0,0
National,2018,12,2248,120,234,10,129,52,467,0,0,0.053380783,0.104092527,0.004448399,0.057384342,0.023131673,0.207740214,0,0
National,2018,13,1965,132,220,8,107,62,455,0,0,0.067175573,0.111959288,0.004071247,0.054452926,0.031552163,0.231552163,0,0
National,2018,14,1906,120,163,7,72,54,405,0,0,0.062959077,0.085519412,0.003672613,0.037775446,0.028331584,0.212486884,0,0
National,2018,15,1481,101,102,2,54,40,297,0,0,0.068197164,0.068872384,0.001350439,0.03646185,0.027008778,0.200540176,0,0
National,2018,16,1174,51,86,0,45,43,211,0,0,0.043441227,0.073253833,0,0.038330494,0.036626917,0.179727428,0,0
National,2018,17,1028,56,53,1,53,28,138,0,0,0.054474708,0.05155642,0.000972763,0.05155642,0.027237354,0.134241245,0,0
National,2018,18,831,40,31,2,23,14,137,0,0,0.048134777,0.037304452,0.002406739,0.027677497,0.016847172,0.164861613,0,0
National,2018,19,599,16,20,0,8,6,68,0,0,0.026711185,0.033388982,0,0.013355593,0.010016694,0.113522538,0,0
National,2018,20,464,16,10,0,10,6,27,0,0,0.034482759,0.021551724,0,0.021551724,0.012931034,0.058189655,0,0
National,2018,21,344,18,6,0,8,4,20,0,0,0.052325581,0.01744186,0,0.023255814,0.011627907,0.058139535,0,0
National,2018,22,265,8,5,0,2,2,11,0,0,0.030188679,0.018867925,0,0.00754717,0.00754717,0.041509434,0,0
National,2018,23,286,7,3,0,3,3,9,0,0,0.024475524,0.01048951,0,0.01048951,0.01048951,0.031468531,0,0
National,2018,24,283,6,3,0,2,3,8,0,0,0.021201413,0.010600707,0,0.007067138,0.010600707,0.028268551,0,0
National,2018,25,213,1,3,0,0,3,6,1,0,0.004694836,0.014084507,0,0,0.014084507,0.028169014,0.004694836,0
National,2018,26,197,2,6,0,0,0,1,0,0,0.010152284,0.030456853,0,0,0,0.005076142,0,0
National,2018,27,131,9,5,0,1,0,6,0,0,0.06870229,0.038167939,0,0.007633588,0,0.045801527,0,0
National,2018,28,176,8,9,0,1,2,3,0,0,0.045454545,0.051136364,0,0.005681818,0.011363636,0.017045455,0,0
National,2018,29,174,15,5,0,3,2,4,0,0,0.086206897,0.028735632,0,0.017241379,0.011494253,0.022988506,0,0
National,2018,30,243,9,3,4,0,2,0,0,0,0.037037037,0.012345679,0.016460905,0,0.008230453,0,0,0
National,2018,31,185,7,10,3,0,0,1,0,0,0.037837838,0.054054054,0.016216216,0,0,0.005405405,0,0
National,2018,32,164,6,8,5,1,0,2,0,0,0.036585366,0.048780488,0.030487805,0.006097561,0,0.012195122,0,0
National,2018,33,181,5,9,6,1,0,2,0,0,0.027624309,0.049723757,0.033149171,0.005524862,0,0.011049724,0,0
National,2018,34,259,17,20,6,1,0,1,0,0,0.065637066,0.077220077,0.023166023,0.003861004,0,0.003861004,0,0
National,2018,35,258,10,6,0,0,0,2,0,0,0.03875969,0.023255814,0,0,0,0.007751938,0,0
National,2018,36,351,17,17,0,1,0,1,0,0,0.048433048,0.048433048,0,0.002849003,0,0.002849003,0,0
National,2018,37,446,29,14,0,0,1,5,0,0,0.065022422,0.031390135,0,0,0.002242152,0.011210762,0,0
National,2018,38,535,22,17,2,2,1,2,0,0,0.041121495,0.031775701,0.003738318,0.003738318,0.001869159,0.003738318,0,0
National,2018,39,561,20,13,0,0,0,3,0,0,0.035650624,0.023172906,0,0,0,0.005347594,0,0
National,2018,40,801,29,11,8,0,7,11,0,0,0.036204744,0.013732834,0.009987516,0,0.008739076,0.013732834,0,0
National,2018,41,918,52,11,8,5,3,5,0,0,0.05664488,0.011982571,0.008714597,0.005446623,0.003267974,0.005446623,0,0
National,2018,42,1110,52,22,13,1,2,14,0,0,0.046846847,0.01981982,0.011711712,0.000900901,0.001801802,0.012612613,0,0
National,2018,43,1113,76,35,3,3,0,13,0,0,0.068283917,0.031446541,0.002695418,0.002695418,0,0.011680144,0,0
National,2018,44,1247,84,23,3,1,1,8,0,0,0.067361668,0.018444266,0.002405774,0.000801925,0.000801925,0.006415397,0,0
National,2018,45,1339,117,27,15,5,4,7,0,0,0.087378641,0.020164302,0.01120239,0.00373413,0.002987304,0.005227782,0,0
National,2018,46,1426,148,41,12,0,2,3,0,0,0.103786816,0.028751753,0.008415147,0,0.001402525,0.002103787,0,0
National,2018,47,1129,215,54,10,1,2,5,0,0,0.190434012,0.047829938,0.008857396,0.00088574,0.001771479,0.004428698,0,0
National,2018,48,1704,326,64,12,1,2,10,0,0,0.191314554,0.037558685,0.007042254,0.000586854,0.001173709,0.005868545,0,0
National,2018,49,1728,361,90,14,7,3,7,0,0,0.208912037,0.052083333,0.008101852,0.004050926,0.001736111,0.004050926,0,0
National,2018,50,2200,675,166,20,3,7,6,0,0,0.306818182,0.075454545,0.009090909,0.001363636,0.003181818,0.002727273,0,0
National,2018,51,2674,1115,248,79,9,20,8,0,0,0.41697831,0.092744951,0.029543755,0.003365744,0.007479432,0.002991773,0,0
National,2018,52,2568,1243,274,113,7,19,9,0,0,0.484034268,0.106697819,0.044003115,0.002725857,0.007398754,0.003504673,0,0
National,2019,1,2901,1182,305,162,6,8,17,0,0,0.407445708,0.10513616,0.055842813,0.002068252,0.00275767,0.005860048,0,0
National,2019,2,3287,1430,233,100,12,4,20,0,0,0.435047155,0.070885306,0.030422878,0.003650745,0.001216915,0.006084576,0,0
National,2019,3,3330,1475,367,120,9,17,16,0,0,0.442942943,0.11021021,0.036036036,0.002702703,0.005105105,0.004804805,0,0
National,2019,4,3553,1549,513,117,19,19,9,0,0,0.435969603,0.144385027,0.032929918,0.005347594,0.005347594,0.002533071,0,0
National,2019,5,4166,1678,807,74,11,25,18,0,0,0.402784446,0.193710994,0.017762842,0.002640422,0.00600096,0.004320691,0,0
National,2019,6,4895,1878,1201,77,18,18,11,0,0,0.383656793,0.2453524,0.015730337,0.003677222,0.003677222,0.002247191,0,0
National,2019,7,4753,1703,1305,63,23,29,18,0,0,0.358300021,0.274563434,0.013254786,0.004839049,0.00610141,0.003787082,0,0
National,2019,8,4787,1481,1501,79,57,28,12,0,0,0.30937957,0.313557552,0.016503029,0.011907249,0.005849175,0.002506789,0,0
National,2019,9,4988,1377,1783,83,38,34,10,0,0,0.27606255,0.357457899,0.016639936,0.007618284,0.006816359,0.002004812,0,0
National,2019,10,4834,1292,1829,70,57,42,27,0,0,0.26727348,0.378361605,0.014480761,0.011791477,0.008688457,0.005585436,0,0
National,2019,11,4521,1051,1826,48,51,56,31,0,0,0.232470692,0.403892944,0.01061712,0.01128069,0.01238664,0.00685689,0,0
National,2019,12,3838,745,1402,27,75,50,19,0,0,0.194111516,0.365294424,0.007034914,0.019541428,0.013027619,0.004950495,0,0
National,2019,13,3010,472,1110,30,105,66,25,0,0,0.156810631,0.368770764,0.009966777,0.034883721,0.02192691,0.008305648,0,0
National,2019,14,2646,336,887,21,96,70,20,0,0,0.126984127,0.335222978,0.007936508,0.036281179,0.026455026,0.007558579,0,0
National,2019,15,2142,217,660,9,79,58,18,0,0,0.10130719,0.308123249,0.004201681,0.036881419,0.027077498,0.008403361,0,0
National,2019,16,1494,130,354,7,25,50,19,0,0,0.087014726,0.236947791,0.004685408,0.016733601,0.033467202,0.012717537,0,0
National,2019,17,1251,88,218,4,67,39,14,0,0,0.070343725,0.174260592,0.003197442,0.053557154,0.03117506,0.011191047,0,0
National,2019,18,1043,65,158,6,13,40,11,0,0,0.06232023,0.151486098,0.005752637,0.012464046,0.038350911,0.0105465,0,0
National,2019,19,847,45,94,14,22,41,9,0,0,0.053128689,0.110979929,0.016528926,0.025974026,0.048406139,0.010625738,0,0
National,2019,20,803,43,82,3,11,40,7,0,0,0.053549191,0.102117061,0.00373599,0.01369863,0.0498132,0.00871731,0,0
National,2019,21,553,29,67,4,3,27,3,0,0,0.05244123,0.121157324,0.007233273,0.005424955,0.048824593,0.005424955,0,0
National,2019,22,571,23,55,4,20,25,11,0,0,0.04028021,0.096322242,0.007005254,0.03502627,0.043782837,0.019264448,0,0
National,2019,23,502,25,54,4,19,32,1,0,0,0.049800797,0.107569721,0.007968127,0.037848606,0.06374502,0.001992032,0,0
National,2019,24,438,21,57,7,6,19,2,0,0,0.047945205,0.130136986,0.015981735,0.01369863,0.043378995,0.00456621,0,0
National,2019,25,394,19,52,2,9,13,0,0,0,0.04822335,0.131979695,0.005076142,0.02284264,0.032994924,0,0,0
National,2019,26,387,21,48,2,4,12,3,0,0,0.054263566,0.124031008,0.005167959,0.010335917,0.031007752,0.007751938,0,0
National,2019,27,363,29,41,3,3,13,1,0,0,0.079889807,0.112947658,0.008264463,0.008264463,0.035812672,0.002754821,0,0
National,2019,28,401,10,42,1,2,9,1,0,0,0.024937656,0.104738155,0.002493766,0.004987531,0.02244389,0.002493766,0,0
National,2019,29,323,12,55,4,1,10,0,0,0,0.037151703,0.170278638,0.012383901,0.003095975,0.030959752,0,0,0
National,2019,30,296,19,29,2,3,11,0,0,0,0.064189189,0.097972973,0.006756757,0.010135135,0.037162162,0,0,0
National,2019,31,336,14,30,2,1,10,2,0,0,0.041666667,0.089285714,0.005952381,0.00297619,0.029761905,0.005952381,0,0
National,2019,32,295,7,33,0,1,16,0,0,0,0.023728814,0.111864407,0,0.003389831,0.054237288,0,0,0
National,2019,33,344,20,34,3,0,38,0,0,0,0.058139535,0.098837209,0.00872093,0,0.110465116,0,0,0
National,2019,34,356,19,38,1,2,32,0,0,0,0.053370787,0.106741573,0.002808989,0.005617978,0.08988764,0,0,0
National,2019,35,371,14,34,4,6,29,0,0,0,0.037735849,0.091644205,0.010781671,0.016172507,0.078167116,0,0,0
National,2019,36,453,16,54,9,1,29,1,0,0,0.035320088,0.119205298,0.01986755,0.002207506,0.06401766,0.002207506,0,0
National,2019,37,595,12,69,14,2,44,2,0,0,0.020168067,0.115966387,0.023529412,0.003361345,0.07394958,0.003361345,0,0
National,2019,38,770,27,59,10,5,46,0,0,0,0.035064935,0.076623377,0.012987013,0.006493506,0.05974026,0,0,0
National,2019,39,798,18,60,18,7,49,0,0,0,0.022556391,0.07518797,0.022556391,0.00877193,0.061403509,0,0,0
National,2019,40,987,25,57,21,7,56,1,0,0,0.025329281,0.05775076,0.021276596,0.007092199,0.056737589,0.001013171,0,0
National,2019,41,1101,33,64,22,7,70,2,0,0,0.029972752,0.058128974,0.019981835,0.006357856,0.063578565,0.00181653,0,0
National,2019,42,1256,36,82,24,13,77,3,0,0,0.02866242,0.065286624,0.01910828,0.010350318,0.061305732,0.002388535,0,0
National,2019,43,1494,53,78,48,20,96,5,0,0,0.035475234,0.052208835,0.032128514,0.013386881,0.064257028,0.00334672,0,0
National,2019,44,1597,52,61,83,39,120,5,0,0,0.032561052,0.038196619,0.051972448,0.024420789,0.075140889,0.00313087,0,0
National,2019,45,2347,122,74,205,74,234,10,0,0,0.051981253,0.031529612,0.087345548,0.031529612,0.099701747,0.004260758,0,0
